Iteration,Loss,PSNR,SSIM
0,510.15374755859375,16.29538095256509,0.3672218007398798
1,196.5250244140625,18.48639831238812,0.4674554763551345
2,53.47195816040039,20.567911322998103,0.5584393841876373
3,116.51934051513672,19.175859637086344,0.430744244168718
4,165.503173828125,19.194596915306228,0.39940008543482397
5,104.79145050048828,24.317160799928153,0.5494595670597521
6,75.79610443115234,24.6328387307886,0.5607208957506256
7,34.11560821533203,25.854743427545017,0.647315977025934
8,7.119538307189941,26.887984284552235,0.8179577731606057
9,14.220108032226562,26.892721214797355,0.6975994959147521
10,32.88109588623047,26.800344460158133,0.6494285221062372
11,40.53206253051758,26.374711370682856,0.6278858988138242
12,33.17168426513672,26.830562347681763,0.6488292618572755
13,17.301698684692383,27.812360526787145,0.7033216088384175
14,3.269441604614258,29.228945917770616,0.7998204780471679
15,4.215311527252197,29.77844689480197,0.8469856855570193
16,12.741158485412598,28.651048091232653,0.7464393761584456
17,15.544107437133789,28.221424459576983,0.7179031581398388
18,11.116766929626465,28.542162266037646,0.7472078209811471
19,3.818434476852417,29.36279041739806,0.8358381191604253
20,1.3904368877410889,30.31527046024632,0.8523943163460583
21,3.9610424041748047,29.833964123344373,0.8089945344955077
22,5.897613525390625,29.888306063800208,0.7942966278269682
23,4.088634967803955,30.21235102333831,0.8166173326352266
24,1.0473946332931519,30.641667300326098,0.8643736510504894
25,2.8292276859283447,30.88251442653034,0.8742883713852908
26,6.084484100341797,30.46040119500475,0.8223296491174602
27,5.681501388549805,30.341207400824214,0.820938049058299
28,2.4093613624572754,30.715966331519642,0.8676111092398927
29,0.7656078934669495,31.30757725163331,0.8695554607395026
30,2.8502612113952637,30.003579683654902,0.831862405041161
31,3.5295498371124268,29.499330551867086,0.8221546355643132
32,1.9509116411209106,29.679432111016656,0.8453923326992898
33,1.1074146032333374,30.13939271886384,0.8747236145144086
34,1.6524205207824707,31.00576931432471,0.8825094109790999
35,2.0983469486236572,29.99100527225454,0.8588398461832956
36,1.5951800346374512,30.217781296287267,0.8644232138653323
37,0.5657257437705994,31.530000509930588,0.8814359795255021
38,1.3001211881637573,30.132976687981543,0.8553619382926101
39,2.271260976791382,29.003556750597834,0.837905548097662
40,1.8410046100616455,29.136489515490318,0.8458648963721063
41,0.8545369505882263,30.26598811830234,0.8690148773927875
42,0.6651643514633179,31.37183559623157,0.8788319033395029
43,1.3922004699707031,30.1780387281816,0.8623145709066926
44,1.39899742603302,30.143146929408235,0.8589512226905767
45,0.6115403771400452,31.311796048596445,0.8683090507707246
46,0.5136278867721558,31.27595061172068,0.8759733590966995
47,0.6477870345115662,30.847075797035927,0.8722490692341094
48,0.5292224884033203,31.223098804687012,0.8748381686878256
49,0.44041553139686584,31.67583163396236,0.8734453658912826
50,0.4652005136013031,31.550969612523204,0.8715845403410575
51,0.4363865256309509,31.71491204319514,0.8775710551440288
52,0.4261077344417572,31.552556750697608,0.8752056096101813
53,0.396347314119339,31.742538224976546,0.8762025493113231
54,0.43755656480789185,31.62254908226261,0.8731454381467751
55,0.47676414251327515,31.59642621366907,0.8748726991312354
56,0.37212318181991577,31.824055957105337,0.8789202612535497
57,0.5064525008201599,31.41375656299339,0.8737387993593682
58,0.5878563523292542,31.01866229232221,0.8707209497177676
59,0.47066882252693176,31.369821812698575,0.8779977103867139
60,0.3322116434574127,32.116420581808306,0.8865959920558222
61,0.4774324595928192,31.62315509561806,0.8748914620674103
62,0.6770669221878052,31.311761358646418,0.8685804324219245
63,0.5576996803283691,31.64153538482102,0.8738546003995281
64,0.36187541484832764,31.973996201024253,0.8820207702396405
65,0.4330044090747833,31.73890626748684,0.8850694546798635
66,0.561813473701477,31.25169703519299,0.8777877154443757
67,0.535304069519043,31.193386861897782,0.8768176822130476
68,0.425877183675766,31.635739203965233,0.8830205688084084
69,0.3031713366508484,32.278463939276314,0.8875063275264418
70,0.44727757573127747,31.733928876463025,0.8768819449630622
71,0.6442177891731262,31.37477260329645,0.8701285290449292
72,0.620643138885498,31.46266348518288,0.8711567446004171
73,0.4526107907295227,31.796338554942977,0.8774148284770549
74,0.2851063311100006,32.27816338121624,0.8857854646968297
75,0.43473130464553833,31.750834688104682,0.8821742948246946
76,0.5499351024627686,31.244884236047547,0.8747374487398127
77,0.5824675559997559,31.040596529357508,0.8711447234543469
78,0.5270956158638,31.257450406062787,0.8752160369829051
79,0.4347490072250366,31.670594029713687,0.8820359685422676
80,0.3459089994430542,32.02251701780223,0.8857850906819743
81,0.3203051686286926,32.15140705231886,0.8812267567799966
82,0.41659805178642273,31.8809121323874,0.8752291768553315
83,0.43823063373565674,31.832133433912556,0.8742160694824455
84,0.3968088626861572,31.913351286614994,0.8766857701011632
85,0.32465991377830505,32.15414955976616,0.8819741988516339
86,0.26087063550949097,32.49653520074795,0.8899518242852189
87,0.320406973361969,32.17625408172085,0.8885205385629628
88,0.3216683566570282,32.17918629591714,0.8888615253671808
89,0.28953877091407776,32.37356947574266,0.8908831367696133
90,0.24371439218521118,32.656628254030565,0.8920198125087265
91,0.2759055197238922,32.48109680962068,0.8892511119566336
92,0.2814088463783264,32.521191741908154,0.890040197895553
93,0.24848423898220062,32.75914338532619,0.894178759418888
94,0.23533038794994354,32.776721135513675,0.8965271654985398
95,0.24879443645477295,32.72575283176493,0.8967994746786617
96,0.23599287867546082,32.89199708841961,0.8978783117697439
97,0.22925503551959991,32.96698399017009,0.8974553481869036
98,0.22609975934028625,32.95365632323679,0.8971812164769843
99,0.22214743494987488,33.0093007343591,0.8982124191156589
