Step,PSNR,SSIM
0,7.245913686071251,0.008383477998687808
1,18.1304120182576,0.18183583624939323
2,20.796463418203675,0.31325308439789096
3,21.68477617539187,0.3540890346247315
4,22.460705450781795,0.3931152068471368
5,23.786948975563405,0.4248511818085334
6,25.10052861869012,0.45702600074028293
7,25.579436220861997,0.4790631502892326
8,25.84841511418128,0.4942949739719047
9,26.413999511397712,0.5212962793330066
10,27.10952666420205,0.5610950978978814
11,27.75852591871731,0.6100447362290604
12,28.27250318615706,0.664417667073519
13,28.854820396838594,0.7325313832177143
14,29.263750388687857,0.7663069541202223
15,30.028210085601422,0.7841381383668037
16,30.604999103423406,0.796937512294421
17,30.949222768787855,0.8010065651618014
18,31.05548634695605,0.8025261898124141
19,31.249409660006435,0.8056689785375866
20,31.607394920360797,0.8106788569354322
21,32.0467143815029,0.8176042857487548
22,32.48269395197613,0.8218428874455821
23,32.84236215788703,0.8269027788427695
24,33.19037944432288,0.8327708800289035
25,33.53903997890367,0.8398443440670558
26,33.86904218710586,0.8461837973849327
27,34.183949180712126,0.8526982498956099
28,34.43114131821218,0.856967056739375
29,34.416479507515106,0.8507429429217694
