Step,PSNR,SSIM
0,7.39284959207628,0.0062886057969355575
1,9.948683260134523,0.00990000939168721
2,12.920728043249186,0.01857633957941026
3,16.082543378439635,0.05104505287396476
4,18.205837132583568,0.17763701389963793
5,14.932325917019476,0.046882634442495345
6,18.105675257413747,0.1359618826488043
7,19.27385373845268,0.2575135449779676
8,16.408332574896352,0.08278390593736909
9,19.06865873933889,0.21635411518334213
10,19.885407634447287,0.2957135005170022
11,17.53943824434699,0.14278234335001258
12,19.769333384065895,0.28380909621825234
13,16.94154141837686,0.12389267098432924
14,19.32360596193103,0.27472384692530705
15,20.438759688052784,0.33132662539411983
16,18.232946792770267,0.19393701985817413
17,20.18859130551496,0.3328955728653424
18,20.63817972277468,0.3515344056334317
19,19.15907202308134,0.2734198074037593
20,20.5595870826888,0.36680249432998885
21,19.109361645235367,0.25563729131394763
22,20.74191035217042,0.3809915844962654
23,21.203410164257633,0.391746820306701
24,20.035254110095547,0.32112513653778063
25,21.22627046503247,0.4093628199215252
26,21.774820693656302,0.42202661955161513
27,22.345320074699902,0.4367706049004966
28,21.39842477602898,0.3863078692269731
29,22.529845057754535,0.4595010201060565
30,23.171976744606845,0.4609836816049919
31,24.034013574868098,0.5015581118950513
32,23.10411627459772,0.42583208708680076
33,24.40511158601394,0.5152854476910124
34,25.244481887170423,0.549554256317992
35,24.196065795293183,0.45170328415712346
36,25.359373193872663,0.5505580547142108
37,25.204298778197014,0.5082902355529965
38,25.58018299419906,0.5817680114831774
39,25.013476658089008,0.4755146530464314
40,25.53154019545037,0.5806515893681206
41,24.87179774604791,0.4581669862241525
42,25.448023341280297,0.5739501844324584
43,24.815752471484096,0.4652530281633645
44,25.38639914296626,0.5681819337509191
45,25.35697026924598,0.5296046726168117
46,25.545530780308667,0.6033446411528937
47,25.185109855147424,0.5159791397288725
48,25.447625828202938,0.5959679975978445
49,25.173672160043424,0.5309303826196715
50,25.43793005498769,0.5991618804211553
51,25.3787058623179,0.5540554685492713
52,25.52541060159143,0.6166517808342008
53,25.259807105320185,0.5636760101936318
54,25.375996665002116,0.6184328877561998
55,25.25217551384115,0.5799662197478712
56,25.436190354690254,0.6245976446581477
57,25.391605788169194,0.5935447491929762
58,25.518229563843136,0.6331507751148753
59,25.44624409802214,0.6112632053817814
60,25.57774865834599,0.6379213489663748
61,25.62256866535302,0.6124960814746774
62,25.73897054363284,0.6444135250884776
63,25.7228773262255,0.6259213558607042
64,25.84672923605992,0.6539112507841286
65,25.890267636476135,0.6327083882157482
66,25.975388822711572,0.6606574309943315
67,25.991703802041147,0.6438305368048896
68,26.090615309923972,0.6641231081267422
69,26.228348534709234,0.6604267230957341
70,26.299774348819316,0.6734808490240688
71,26.351878163075973,0.6603534829669656
72,26.402152713151338,0.676360830090561
73,26.459000600851596,0.6626897113857346
74,26.545703794137584,0.6802067129504648
75,26.589722638945155,0.6772992150345682
76,26.66648122442197,0.6849785442567742
77,26.744931987973494,0.6694399936609254
78,26.786906494868067,0.6899590065321498
79,26.908757709846086,0.6861933207151233
80,26.987264626353607,0.6971583005744215
81,27.085966322171902,0.6940039689316433
82,27.14521659854882,0.7045104014206945
83,27.22735381595185,0.7025085996613782
84,27.28003677329689,0.7151192708835391
85,27.26476377827801,0.7153822153492763
86,27.398919573714867,0.7255433700264212
87,27.343962991674292,0.7236851681491746
88,27.53285670910879,0.7313124687882685
89,27.42296235503542,0.7293039260405789
90,27.57921152214355,0.7359515840318162
91,27.721371349455666,0.7234232511649844
92,27.692759207699183,0.7415293529989272
93,27.80859091550331,0.7316122179036867
94,27.854168355707102,0.7471516389028395
95,27.83835907441535,0.7378311600432745
96,27.922530523600713,0.753181650733002
97,27.936776524577294,0.7415347413033114
98,27.981858450575135,0.7585190069194581
99,27.999029821791943,0.7474168904415124
100,28.04332730798493,0.7625020743397126
101,28.069099747666847,0.7508873339367441
102,28.122705924361536,0.766184023124747
103,28.16521495143192,0.7583546671817463
104,28.214671946431835,0.7693123747547005
105,28.268349906276782,0.7639901059019462
106,28.31680251852785,0.7735272376544864
107,28.358695482535076,0.7688481318255223
108,28.397689170630514,0.776550619842723
109,28.440926810465573,0.7711676019541884
110,28.467631414509942,0.7794183056592068
111,28.52122689409853,0.7756250564964555
112,28.55514360279259,0.7830093812796981
113,28.616346837529058,0.7767953370394665
114,28.644036435612996,0.7869836316412511
115,28.7202460654957,0.7822407702369546
116,28.775633753050016,0.7917009151927086
117,28.872340850505324,0.7891028600219938
118,28.93730655012435,0.7982949683283643
119,29.02967824819685,0.7948913742699623
120,29.074262589041815,0.8043993486951613
121,29.124164897614058,0.8005700957853126
122,29.15451161060281,0.8079254847916814
123,29.18525622308644,0.8055005365034407
124,29.22796614022309,0.8115406748322195
125,29.256380738417576,0.8071483321006211
126,29.284958345805855,0.8130465105119488
127,29.31308950867792,0.8102001841749569
128,29.34559555480661,0.8154475972338896
129,29.375872526759494,0.8117060287999436
130,29.408835962788018,0.817775764847725
131,29.442202915997218,0.8136131321384599
132,29.4705077899227,0.819080264266817
133,29.496259991837288,0.8177443587431074
134,29.52686284243963,0.8204266279094516
135,29.554418366758473,0.8221431840599608
