Iteration,Loss,PSNR,SSIM
0,510.15374755859375,16.29538095256509,0.3672218007398798
1,196.52818298339844,18.486287175828885,0.4674508407625899
2,53.46748352050781,20.568093700564095,0.5584491271923829
3,116.51407623291016,19.177046250545928,0.4309435079660023
4,166.13165283203125,18.971378782610028,0.38581612783565566
5,103.03567504882812,24.116698801193863,0.5537869061213829
6,72.77162170410156,24.543235940823067,0.561033518612381
7,34.3087158203125,24.95208313369252,0.6445845671948136
8,7.9166975021362305,26.0388855368174,0.7992549462947646
9,15.467741012573242,26.02042090578643,0.6693484025365531
10,33.01865005493164,26.28243305921704,0.6239463771058463
11,40.30872344970703,25.596377214396355,0.5857112826228049
12,34.7636604309082,25.18624760725315,0.5817319686758589
13,19.617063522338867,25.731588965327763,0.6214333636505204
14,6.924924850463867,26.467383632024976,0.7140381393244964
15,8.765944480895996,26.60899114164993,0.7991737453428851
16,16.857433319091797,26.819054584257728,0.7260658024818883
17,17.383390426635742,28.291752127239533,0.7241412142136884
18,12.350738525390625,28.969200389961948,0.758744694599479
19,4.855030059814453,28.92160285388516,0.8054832534345128
20,2.1880292892456055,28.775679057061346,0.8414216667022193
21,6.39390754699707,29.465539640797545,0.8078846820215154
22,10.888224601745605,28.470957867899564,0.7716501040694793
23,9.25204086303711,28.400626224128814,0.7846938868307005
24,4.400724411010742,28.56005572785189,0.8224715824887026
25,2.622340202331543,28.524613509454262,0.8226021856396194
26,4.262219429016113,28.618336387614605,0.7843589370393241
27,4.250859260559082,29.077520263073136,0.7904125501136072
28,2.1943204402923584,29.584007668311344,0.8301226987378802
29,0.943678081035614,30.619378905375484,0.870508363247985
30,2.347417116165161,30.34274426442,0.8499100187175473
31,2.0810673236846924,30.458433922765153,0.8495531280221622
32,0.6853976845741272,31.11149479033601,0.8699286640450079
33,1.1933226585388184,30.70701743048207,0.8614959838043544
34,1.7097123861312866,30.725844270196,0.8564576863738378
35,0.8911200165748596,31.22865753888176,0.8694877883198087
36,0.7192650437355042,31.208232027938138,0.8559796365662496
37,1.3723490238189697,31.240269016995725,0.8426217990556415
38,1.034898281097412,31.340060188208675,0.8483753180206605
39,0.49327969551086426,31.15158462013987,0.8588153848086032
40,0.8907989263534546,31.08787304300023,0.8546344120096967
41,0.8125138878822327,31.09432628723517,0.8540812491222471
42,0.42065533995628357,31.653383481742804,0.860523490730809
43,0.6829119324684143,30.863212748078173,0.8511742660521153
44,0.6446518898010254,30.692922870684388,0.8517941195661064
45,0.43297863006591797,31.60210412251404,0.866461274692459
46,0.8972945213317871,30.70245129926392,0.8499486409077532
47,1.2682933807373047,30.136184254899305,0.842632722707361
48,0.8039613366127014,30.77536349802861,0.8480425547368424
49,0.399923712015152,31.57192269916824,0.8584658425667268
50,0.5211194157600403,31.154154636487394,0.856943519486059
51,0.463774174451828,31.347538888191153,0.858994748546592
52,0.38291308283805847,31.812254865740115,0.8563607301000613
53,0.4966394305229187,31.33462930510895,0.8492625537128888
54,0.43670496344566345,31.61787674174334,0.8584216255108127
55,0.4180932939052582,31.496205436809433,0.8632914177746288
56,0.542058527469635,31.320100518369692,0.8578661832299856
57,0.5018455386161804,31.551871106504343,0.8652513724933826
58,0.33264458179473877,31.95228699034007,0.8778722302890047
59,0.5767304301261902,31.493138147125922,0.8693700095677501
60,0.6702629327774048,31.221173533951813,0.8663528547080993
61,0.4622352719306946,31.630986072375222,0.8750752930138384
62,0.3134572207927704,32.136268629628304,0.8845870168023892
63,0.43846625089645386,31.528993296328814,0.8816950589297079
64,0.507561445236206,31.336750377682247,0.8798089819762409
65,0.4009736180305481,31.724731346754155,0.8861404328818079
66,0.299978643655777,32.30141887880877,0.8899025402999977
67,0.36020898818969727,32.04710129504144,0.8846683586994515
68,0.3709218502044678,32.03823666992969,0.8851147763613076
69,0.28722044825553894,32.375471537202635,0.89297678466686
70,0.3690963089466095,31.93993847230182,0.890992533068735
71,0.4082183539867401,31.785034388436685,0.8897013758254284
72,0.3445042073726654,32.027824655622375,0.8933135106551936
73,0.2778233587741852,32.459263205958344,0.8952312560670562
74,0.3066948354244232,32.33907525476693,0.8927187034794032
75,0.266286164522171,32.50179271586174,0.8960299086695188
76,0.27885109186172485,32.40356832508138,0.8983341704944843
77,0.3115701675415039,32.23718816404788,0.8972364917452521
78,0.24684320390224457,32.60670152279681,0.8998918941896095
79,0.29050976037979126,32.50089213257559,0.8960108048944466
80,0.32400205731391907,32.44639511366222,0.8947346118641868
81,0.27766290307044983,32.61969111046485,0.8978946502876021
82,0.22598890960216522,32.830508064804235,0.9025273157025426
83,0.3108881711959839,32.41233487275631,0.9009462919649994
84,0.33530473709106445,32.33829909808921,0.9004499546753931
85,0.3146003782749176,32.47813441800791,0.9021019310230873
86,0.26826825737953186,32.74683541000662,0.9041399524995717
87,0.21765056252479553,33.214150981261696,0.9059213638849352
88,0.2463984191417694,33.169933633574374,0.9043017343877573
89,0.23105737566947937,33.3328269305582,0.9059998202999309
90,0.19375954568386078,33.57401693915527,0.9093048831295111
91,0.17781692743301392,33.6848203579615,0.9126986998090446
92,0.20148272812366486,34.53526766455116,0.9232606136884093
93,0.1899869292974472,35.167295603433296,0.9274648964064718
94,0.1500786989927292,35.23587078727262,0.9237684300708771
95,0.18053899705410004,34.908235457088395,0.9208055275497437
96,0.20010825991630554,34.688214597152594,0.9221747406753301
97,0.19608265161514282,34.97190831228119,0.92576013632226
98,0.18665847182273865,35.12920640047463,0.9266987990705967
99,0.16487820446491241,35.292632836313075,0.9259326606799364
