Step,PSNR,SSIM
147,29.75272700120208,0.8288107609322212
148,29.767603749269668,0.8273828272485602
149,29.794343487082095,0.8304992201222544
150,29.783636092426278,0.8292950521730683
151,29.86383823032039,0.8326894450535635
152,29.886173772388837,0.8315034450576417
153,29.89990233057123,0.8331933260988659
154,29.948223592414266,0.8344263487805935
155,29.96672925176361,0.835876108640376
156,30.046527680255963,0.8382010063705864
157,30.07254534394349,0.8391539692723119
158,30.163857869297903,0.8420102859426711
159,30.154045442981573,0.8420511825837801
160,30.27163345075097,0.8445219013479827
161,30.350130987101235,0.8470481888613952
162,30.43820848979071,0.8474067233480156
163,30.475839944723383,0.8497774618903047
164,30.532142605975693,0.8497722111592673
165,30.592648863032935,0.8523239454440189
166,30.654676077142334,0.8522598650221913
167,30.72487689803211,0.8547586584044512
