Step,PSNR,SSIM
0,17.02793052203701,0.12530849914979997
1,18.366318253987885,0.18304758393664594
2,19.3340631065568,0.22098736188244086
3,20.060619897128625,0.23812737801262318
4,20.691717743700128,0.26428237039294583
5,21.398785651482235,0.2944663955161176
6,22.17434211117802,0.3315683300819377
7,22.631759023216095,0.34687251806606906
8,23.03682336503012,0.3577274297125738
9,23.347579787254865,0.37711929384188775
10,23.62661739359516,0.4003073818002894
11,24.410687241738145,0.4257543106328875
12,25.204778336405383,0.45296709912310446
13,25.838690723893226,0.4746707049405393
14,26.32129549811315,0.49619295336278213
15,26.721600234735263,0.5176183378796347
16,27.02755510855626,0.5361024557961696
17,27.21335572071193,0.5486576216268391
18,27.355692138296163,0.5593649793224065
19,27.5146444770176,0.5719269350160291
20,27.67093741797798,0.5851240513100483
21,27.697803769368416,0.5952781971584828
22,27.897306039930562,0.6069730048731026
23,28.029420555402346,0.6196030139996391
24,28.524818322411498,0.643354511255499
25,29.75960998099056,0.689247122900106
26,29.732664058581296,0.7031972254064307
27,29.818532178429358,0.7161420914743878
28,29.923026801320717,0.7296197855078149
29,29.982360662263055,0.7410697224366125
30,29.954323273195527,0.7500919937804174
31,29.795252964050903,0.755477217195686
32,29.228041804358543,0.742369472631786
33,28.556464907154144,0.7126712913633962
34,28.07959569003984,0.686693628876619
35,28.05871046539281,0.6992948757908475
36,28.352794478333973,0.7220321481036823
37,28.82877819926456,0.7311283951508831
38,29.267956237098236,0.7413761084827827
39,29.579417148394995,0.7490783442491767
40,29.800435594321097,0.7537745213149856
41,29.950313810445756,0.757190005074983
42,30.052364768056698,0.7589318807371317
43,30.066009164149044,0.7591498005831109
44,30.05992178080775,0.7571706486884425
45,30.10041103476943,0.7546718298318852
46,30.23113070132932,0.7533258542516171
47,30.541015699369648,0.7585044986449573
48,31.18844858576916,0.7839891233983589
49,32.257406802557,0.8446808943417938
