Step,PSNR,SSIM
0,10.030690233562273,0.010578061969487197
1,13.152103012820145,0.023587029704158224
2,16.437158574993433,0.06971184195759697
3,12.8164505998992,0.021115088355861903
4,16.109006685634252,0.05407795784916425
5,18.68275613846607,0.16529121133493813
6,15.268979293092412,0.05114413020501427
7,18.479554760314404,0.14391384932184798
8,20.071153464908736,0.2521640615318677
9,16.82310972902579,0.09181169815226942
10,19.952740813727715,0.23352437770377987
11,20.917420880048617,0.29244273434838897
12,18.18659162684569,0.15101399938875157
13,20.82627752154716,0.2895931893300815
14,17.4753053077397,0.14075762829940153
15,20.384784873648943,0.27291186716254134
16,21.63896224464992,0.3308807343720526
17,19.24615808676738,0.21344513594956321
18,21.402592633977903,0.33814349252376646
19,21.950492758956077,0.3525927615076523
20,20.223471504935837,0.2798653450297751
21,21.898183115209005,0.37273629913930384
22,20.033838829259224,0.2669309999790903
23,21.85375348484849,0.37784720316492487
24,22.421413927217507,0.39817423965814747
25,21.22591269610151,0.3355564490408528
26,22.50134935978434,0.4176783206202366
27,21.139203052493567,0.32286943085425257
28,22.65730325405268,0.42700403550379157
29,22.99550853193171,0.4481155110220151
30,22.349950800555373,0.4035616702095998
31,23.203377630913483,0.4668377522375701
32,22.264890848971458,0.3833605821380096
33,23.308114678745206,0.4746013885949581
34,23.49123203940259,0.49698323782851755
35,23.259523928582063,0.45937381371332964
36,23.671452450964125,0.5099499136174591
37,23.29521100179288,0.4516817951735492
38,23.791801363401483,0.5220039147477623
39,23.358305187103596,0.453512224562745
40,23.911209306730132,0.5310239224868691
41,23.54121223185034,0.4724731089584293
42,24.080732693725903,0.5415510656417699
43,23.7870850914559,0.5000309014399189
44,24.2749332759101,0.551820420633305
45,24.00843772444607,0.5081037612042175
46,24.4267194328074,0.5588337210892902
47,24.2784639553204,0.5329795995035875
48,24.606011077210606,0.567739434535455
49,24.36118845963871,0.5384786544690072
50,24.688209061462338,0.5726957100157919
51,24.975820953825796,0.5771536874929303
52,24.705275554831022,0.5592654296371855
53,24.8531579998313,0.5800259822056547
54,24.607311746224756,0.5631621932759657
55,24.814109516856746,0.5827274801354744
56,24.76124484501677,0.573710106377632
57,24.898976367882717,0.5881693894783723
58,24.79870015013461,0.5781858048575115
59,24.88019857122342,0.5898959005955686
60,24.872082936120098,0.5874983856071141
61,25.043675666047783,0.5989618117078214
62,25.058850484700457,0.5941721370527926
63,25.11406662032916,0.6039597522138294
64,25.17809069072009,0.6072745589384756
65,25.255166943394997,0.6111453079278195
66,25.266170497728055,0.6107948396338136
67,25.293000847491115,0.617693546464947
68,25.31227396308507,0.6113105783277285
69,25.424694286793923,0.625948009245561
70,25.444515517873192,0.620852785204909
71,25.53398062554121,0.6327483186300481
72,25.541826029240312,0.627587113188973
73,25.64712734834047,0.6392126169415452
74,25.700705257925364,0.6312648450808306
75,25.74600951520408,0.6444038971737509
76,25.81255745430041,0.6419975961577435
77,25.89217159792904,0.6500153179607189
78,25.927393320882555,0.6445015623987657
