Step,PSNR,SSIM
0,17.09815976634658,0.12952814454697287
1,18.304474935164418,0.18000252546799086
2,19.284054268200407,0.21743704006021267
3,19.946604108236162,0.2318410376934257
4,20.47354079042516,0.2555736220676684
5,21.126808026199974,0.27409872537370017
6,21.860367956619523,0.31247735355308304
7,22.37534081555051,0.3335835206661499
8,22.762953796431393,0.3395354940450059
9,23.180610289467076,0.3628085631232436
10,23.48963176100942,0.38522549983785426
11,24.051487902215992,0.40474967514677557
12,24.579726347238132,0.423347937790817
13,25.042541793102274,0.4387070833539115
14,25.571753020191586,0.45544686298203796
15,26.101829096014736,0.47548299900587987
16,26.35137289349857,0.49482235395452273
17,26.71812975229528,0.5051435384613707
18,27.06853477797925,0.5196384921610898
19,27.475969263721893,0.539181601472381
20,27.92440535032622,0.5685157679023929
21,28.288013233599116,0.5927796008336572
22,28.44589403652432,0.6036638092156621
23,28.4967703389908,0.6160763509404149
24,28.31428949529801,0.6255793761519911
25,27.9635309926943,0.631147753128565
26,27.606915740748793,0.6398305606852067
27,27.432308199959714,0.647978236612888
28,27.309799911201242,0.6554336040203301
29,27.356132136759527,0.6623632679365473
30,27.546510286836888,0.6671999136492052
31,27.69600790484678,0.67022502686443
32,27.814266736333035,0.6744372121148743
33,28.207775860513085,0.6774544151420882
34,28.327019758627397,0.6824551793187242
35,28.532937128945363,0.6878185434185714
36,28.809178242870317,0.6936941813892061
37,28.990702609860122,0.6987579025808154
38,29.075346931658235,0.7021760799338154
39,29.141535147362724,0.705265137330317
40,29.191354941940798,0.7077509210890565
41,29.259202984094745,0.7102253457059872
42,29.30324214848094,0.7112855334881265
43,29.3466561734604,0.7128054181314881
44,29.441507937674384,0.7137532605087825
45,29.530407255113577,0.7155980389690916
46,29.719631143906675,0.7221521956939688
47,30.06892960358322,0.7413825822029092
48,30.640314563326434,0.7907838168743658
49,31.477300718209694,0.8405479056360647
