Step,PSNR,SSIM
0,13.091943720441602,0.01743871749658131
1,14.777971260912581,0.030848940311080448
2,15.984175273020005,0.050605057198105916
3,17.11507971767939,0.08447185891547361
4,17.960278498346543,0.148868246958917
5,18.63716619921687,0.22077190701711652
6,19.232514638450787,0.2604014263233567
7,19.764758388914338,0.29499825458226336
8,20.391502926291125,0.315025711935538
9,20.910806445933396,0.31367701337937015
10,21.332593933497307,0.2540174499191018
11,21.83140623748048,0.2291007112692584
12,22.315728970258185,0.2519587465411187
13,22.773438771208575,0.3004168879149996
14,23.201657392406023,0.33833274269285984
15,23.69713759003713,0.3895830080217551
16,24.481065173151695,0.4486935824172753
17,25.24781465746104,0.4851876729260093
18,25.82077622314282,0.5025060212743605
19,26.340386619769525,0.5157890903087147
20,26.90116839131083,0.5363140990836313
21,27.219271641323253,0.5524485481110681
22,27.46799696068158,0.5661202843118999
23,27.698155316292315,0.580796340955114
24,27.980163812690915,0.5981274754181654
25,28.415013667729312,0.6131481473818571
26,27.825298985109082,0.612384195906423
27,27.308219197262893,0.6212832155302846
28,27.252691452130012,0.6308817318299255
29,27.28051177625135,0.6384045297540459
30,27.49729685051699,0.6471606968559455
31,27.64509657562973,0.6540920042717127
32,27.85360295890492,0.6624655685251137
33,28.378766562661617,0.6747352372506682
34,28.543645342347506,0.6828244376237607
35,28.798654744721972,0.6925208166829321
36,29.11942742042923,0.7030244976077424
37,29.349319582315353,0.7126119156997834
38,29.460043588442545,0.7186633152915407
39,29.520292008420704,0.7225600745295752
40,29.59885635775636,0.7262369589345613
41,29.680635029966144,0.7293220809341405
42,29.72797345204665,0.7311667413782803
43,29.70882646451795,0.7323015690107136
44,29.677140889892833,0.7321537444902906
45,29.621521302855594,0.7309300570629507
46,29.69360837787416,0.7333650599422952
47,29.983363050686513,0.7441504545553563
48,30.58643525990827,0.7727706555113041
49,31.54445208488349,0.8228025724481419
