Step,PSNR,SSIM
0,7.501516935526791,0.009044207057783702
1,17.858718073367395,0.12883877680561873
2,20.632438783570265,0.29822233841935014
3,22.09739209979827,0.37238302080442803
4,22.85044993214958,0.40947736740444757
5,23.855619004683277,0.4378669235169992
6,24.839801402283662,0.4696078780085545
7,25.299658779971477,0.4947478597896496
8,25.71069478713546,0.5139902367928287
9,26.34641886643861,0.5363313645051863
10,26.93977612125369,0.5686672913647599
11,27.462271113204693,0.6122464377139353
12,28.09397826781033,0.6614682593513465
13,29.279281233455773,0.7323066583951572
14,29.893807860961164,0.7640755246008765
15,30.34147080915033,0.7724611774979718
16,30.768308030510564,0.7700128378813528
17,31.318005998153474,0.7851018175449707
18,31.821875747913687,0.8004554633451066
19,32.32973200016175,0.8150105892097503
20,32.85244515709152,0.8261534354599416
21,33.29129715687356,0.8373486532141715
22,33.5874251310511,0.8434424748867154
23,33.8822678276626,0.8507189991895855
24,34.182222092715946,0.8575850480054839
25,34.479375096386086,0.8637794452492297
26,34.76570330270343,0.86833476583004
27,35.0786884030451,0.8731744918711185
28,35.342689764380296,0.8761701669392585
29,35.324265151308445,0.8692117231773138
